#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-10-31T19:46:12 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-10-31T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VI/49/bound_18&-order=I&-out=RAB1875&-out=DEB1875&-out=cst&-out=type&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	ivoid=ivo://cds.vizier/vi/49	    IVOID of underlying data collection
#INFO	creator=Davenhall A.C.	    First author or institution
#INFO	cites=bibcode:1997yCat.6049....0D	    Bibcode of the dataset
#INFO	original_date=1997	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VI/49	    Dataset landing page
#INFO	publication_date=2024-10-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1875:	eq_FK4 B1875
#Table	VI_49_bound_18:
#Name: VI/49/bound_18
#Title: Boundaries for B1875 (original file)
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAB1875	(F8.4)	[0/24]? Right ascension in decimal hours (B1875)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1875	(F9.5)	[-90/88]? Declination in degrees (1875)	[ucd=pos.eq.dec;meta.main]
#Column	cst	(A4)	Constellation abbreviation	[ucd=meta.id.part]
#Column	type	(A1)	[O] Type of point (O = original)	[ucd=meta.note]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;RAB1875;DEB1875;cst;type;_RA.icrs;_DE.icrs
237.124589;+51.117740;236.2500;+51.50000;DRA ;O;237.1246;+51.11774
237.084471;+52.617537;236.2500;+53.00000;DRA ;O;237.0845;+52.61754
229.657341;+52.545238;228.7500;+53.00000;DRA ;O;229.6573;+52.54524
229.591033;+55.044934;228.7500;+55.50000;DRA ;O;229.5910;+55.04493
217.251206;+54.942314;216.2500;+55.50000;DRA ;O;217.2512;+54.94231
217.045226;+62.441565;216.2500;+63.00000;DRA ;O;217.0452;+62.44156
203.573559;+62.359487;202.5000;+63.00000;DRA ;O;203.5736;+62.35949
203.550460;+63.359432;202.5000;+64.00000;DRA ;O;203.5505;+63.35943
181.581399;+63.304050;180.0000;+64.00000;DRA ;O;181.5814;+63.30405
181.579092;+65.804051;180.0000;+66.50000;DRA ;O;181.5791;+65.80405
171.849142;+65.812694;169.9999;+66.50000;DRA ;O;171.8491;+65.81269
171.961131;+72.812588;169.9999;+73.50000;DRA ;O;171.9611;+72.81259
314.081056;+02.477326;312.4999;+02.00000;EQU ;O;314.0811;+02.47733
314.045459;+06.477165;312.4999;+06.00000;EQU ;O;314.0455;+06.47717
314.671056;+06.482668;313.1250;+06.00000;EQU ;O;314.6711;+06.48267
314.618567;+12.315763;313.1250;+11.83333;EQU ;O;314.6186;+12.31576
317.248310;+12.338258;315.7500;+11.83333;EQU ;O;317.2483;+12.33826
318.250228;+12.346552;316.7500;+11.83333;EQU ;O;318.2502;+12.34655
318.244484;+13.013198;316.7500;+12.50000;EQU ;O;318.2445;+13.01320
321.501042;+13.039059;319.9999;+12.50000;EQU ;O;321.5010;+13.03906
321.583416;+02.539386;319.9999;+02.00000;EQU ;O;321.5834;+02.53939
055.352715;+00.403731;053.7499;+00.00000;ERI ;O;055.3527;+00.40373
070.852158;+00.237507;069.2500;+00.00000;ERI ;O;070.8522;+00.23751
071.602114;+00.228922;070.0000;+00.00000;ERI ;O;071.6021;+00.22892
071.556158;-03.770811;070.0000;-04.00000;ERI ;O;071.5562;-03.77081
077.804191;-03.843720;076.2499;-04.00000;ERI ;O;077.8042;-03.84372
077.719823;-10.843216;076.2499;-11.00000;ERI ;O;077.7198;-10.84322
075.221547;-10.813792;073.7500;-11.00000;ERI ;O;075.2215;-10.81379
075.178510;-14.313537;073.7500;-14.50000;ERI ;O;075.1785;-14.31354
073.929586;-14.298956;072.4999;-14.50000;ERI ;O;073.9296;-14.29896
073.759081;-27.047956;072.4999;-27.25000;ERI ;O;073.7591;-27.04796
071.763120;-27.024852;070.5000;-27.25000;ERI ;O;071.7631;-27.02485
071.722205;-29.774615;070.5000;-30.00000;ERI ;O;071.7222;-29.77461
069.976434;-29.754629;068.7499;-30.00000;ERI ;O;069.9764;-29.75463
069.862154;-36.753974;068.7499;-37.00000;ERI ;O;069.8622;-36.75397
065.129639;-36.700987;064.0000;-37.00000;ERI ;O;065.1296;-36.70099
065.076198;-39.700691;064.0000;-40.00000;ERI ;O;065.0762;-39.70069
059.105674;-39.636782;058.0000;-40.00000;ERI ;O;059.1057;-39.63678
059.031148;-43.636392;058.0000;-44.00000;ERI ;O;059.0311;-43.63639
052.326562;-43.569350;051.2500;-44.00000;ERI ;O;052.3266;-43.56935
052.288791;-45.569168;051.2500;-46.00000;ERI ;O;052.2888;-45.56917
046.090572;-45.512419;045.0000;-46.00000;ERI ;O;046.0906;-45.51242
046.034307;-48.512171;045.0000;-49.00000;ERI ;O;046.0343;-48.51217
041.085116;-48.470940;040.0000;-49.00000;ERI ;O;041.0851;-48.47094
041.047495;-50.470789;040.0000;-51.00000;ERI ;O;041.0475;-50.47079
037.341022;-50.442497;036.2500;-51.00000;ERI ;O;037.3410;-50.44250
037.283152;-53.442283;036.2500;-54.00000;ERI ;O;037.2832;-53.44228
033.583959;-53.416394;032.5000;-54.00000;ERI ;O;033.5840;-53.41639
033.489233;-57.916074;032.5000;-58.50000;ERI ;O;033.4892;-57.91607
021.206074;-57.848330;019.9999;-58.50000;ERI ;O;021.2061;-57.84833
021.273113;-52.848479;019.9999;-53.50000;ERI ;O;021.2731;-52.84848
024.967196;-52.865779;023.7499;-53.50000;ERI ;O;024.9672;-52.86578
024.993690;-50.865848;023.7499;-51.50000;ERI ;O;024.9937;-50.86585
028.693088;-50.885848;027.4999;-51.50000;ERI ;O;028.6931;-50.88585
028.738158;-47.552651;027.4999;-48.16667;ERI ;O;028.7382;-47.55265
036.152769;-47.600425;034.9999;-48.16667;ERI ;O;036.1528;-47.60043
036.263841;-39.434158;034.9999;-40.00000;ERI ;O;036.2638;-39.43416
046.187068;-39.512845;045.0000;-40.00000;ERI ;O;046.1871;-39.51284
046.193130;-39.096201;045.0000;-39.58333;ERI ;O;046.1931;-39.09620
053.644082;-39.165048;052.5000;-39.58333;ERI ;O;053.6441;-39.16505
053.699404;-35.581990;052.5000;-36.00000;ERI ;O;053.6994;-35.58199
057.430307;-35.619198;056.2500;-36.00000;ERI ;O;057.4303;-35.61920
057.588705;-24.003346;056.2500;-24.38333;ERI ;O;057.5887;-24.00335
041.148587;-23.853565;039.7500;-24.38333;ERI ;O;041.1486;-23.85357
041.339051;-01.221018;039.7500;-01.75000;ERI ;O;041.3391;-01.22102
050.836504;-01.302944;049.2499;-01.75000;ERI ;O;050.8365;-01.30294
055.335393;-01.346181;053.7499;-01.75000;ERI ;O;055.3354;-01.34618
026.465850;-23.756215;025.0000;-24.38333;FOR ;O;026.4659;-23.75621
041.148587;-23.853565;039.7500;-24.38333;FOR ;O;041.1486;-23.85357
057.588705;-24.003346;056.2500;-24.38333;FOR ;O;057.5887;-24.00335
057.430307;-35.619198;056.2500;-36.00000;FOR ;O;057.4303;-35.61920
053.699404;-35.581990;052.5000;-36.00000;FOR ;O;053.6994;-35.58199
053.644082;-39.165048;052.5000;-39.58333;FOR ;O;053.6441;-39.16505
046.193130;-39.096201;045.0000;-39.58333;FOR ;O;046.1931;-39.09620
046.187068;-39.512845;045.0000;-40.00000;FOR ;O;046.1871;-39.51284
036.263841;-39.434158;034.9999;-40.00000;FOR ;O;036.2638;-39.43416
026.350575;-39.372560;025.0000;-40.00000;FOR ;O;026.3506;-39.37256
026.458740;-24.872865;025.0000;-25.50000;FOR ;O;026.4587;-24.87286
096.372547;+11.933300;094.6249;+12.00000;GEM ;O;096.3725;+11.93330
096.443698;+17.432869;094.6249;+17.50000;GEM ;O;096.4437;+17.43287
095.069353;+17.449509;093.2500;+17.50000;GEM ;O;095.0694;+17.44951
095.123901;+21.449178;093.2500;+21.50000;GEM ;O;095.1239;+21.44918
090.124931;+21.509871;088.2499;+21.50000;GEM ;O;090.1249;+21.50987
090.143819;+22.843086;088.2499;+22.83333;GEM ;O;090.1438;+22.84309
090.220847;+28.009286;088.2499;+28.00000;GEM ;O;090.2208;+28.00929
099.965430;+27.891316;097.9999;+28.00000;GEM ;O;099.9654;+27.89132
100.090036;+35.390567;097.9999;+35.50000;GEM ;O;100.0900;+35.39057
112.560481;+35.244546;110.5000;+35.50000;GEM ;O;112.5605;+35.24455
118.289477;+35.181075;116.2500;+35.50000;GEM ;O;118.2895;+35.18107
118.257851;+33.181245;116.2500;+33.50000;GEM ;O;118.2579;+33.18124
121.993000;+33.141535;120.0000;+33.50000;GEM ;O;121.9930;+33.14153
121.915747;+27.641936;120.0000;+28.00000;GEM ;O;121.9157;+27.64194
120.171435;+27.660301;118.2499;+28.00000;GEM ;O;120.1714;+27.66030
120.069906;+19.660837;118.2499;+20.00000;GEM ;O;120.0699;+19.66084
118.947335;+19.672824;117.1249;+20.00000;GEM ;O;118.9473;+19.67282
118.871400;+13.173228;117.1249;+13.50000;GEM ;O;118.8714;+13.17323
114.252515;+13.223817;112.5000;+13.50000;GEM ;O;114.2525;+13.22382
114.240787;+12.223882;112.5000;+12.50000;GEM ;O;114.2408;+12.22388
106.748009;+12.309606;105.0000;+12.50000;GEM ;O;106.7480;+12.30961
106.717663;+09.809783;105.0000;+10.00000;GEM ;O;106.7177;+09.80978
105.718246;+09.821495;103.9999;+10.00000;GEM ;O;105.7182;+09.82149
105.742598;+11.821352;103.9999;+12.00000;GEM ;O;105.7426;+11.82135
321.928013;-36.459253;319.9999;-37.00000;GRU ;O;321.9280;-36.45925
322.042285;-44.958808;319.9999;-45.50000;GRU ;O;322.0423;-44.95881
322.117341;-49.458517;319.9999;-50.00000;GRU ;O;322.1173;-49.45852
331.998817;-49.391111;330.0000;-50.00000;GRU ;O;331.9988;-49.39111
332.113701;-56.390765;330.0000;-57.00000;GRU ;O;332.1137;-56.39077
351.768455;-56.312608;349.9999;-57.00000;GRU ;O;351.7685;-56.31261
351.692620;-39.312697;349.9999;-40.00000;GRU ;O;351.6926;-39.31270
351.683276;-36.312710;349.9999;-37.00000;GRU ;O;351.6833;-36.31271
346.727431;-36.324917;345.0000;-37.00000;GRU ;O;346.7274;-36.32492
245.558562;+03.703395;244.0000;+04.00000;HER ;O;245.5586;+03.70340
242.809627;+03.673528;241.2499;+04.00000;HER ;O;242.8096;+03.67353
242.676576;+15.672826;241.2499;+16.00000;HER ;O;242.6766;+15.67283
240.181033;+15.646362;238.7500;+16.00000;HER ;O;240.1810;+15.64636
240.110954;+21.646001;238.7500;+22.00000;HER ;O;240.1110;+21.64600
241.856530;+21.664444;240.4999;+22.00000;HER ;O;241.8565;+21.66444
241.805688;+25.664177;240.4999;+26.00000;HER ;O;241.8057;+25.66418
243.800159;+25.685630;242.5000;+26.00000;HER ;O;243.8002;+25.68563
243.786681;+26.685558;242.5000;+27.00000;HER ;O;243.7867;+26.68556
246.279760;+26.712906;244.9999;+27.00000;HER ;O;246.2798;+26.71291
246.071926;+39.711764;244.9999;+40.00000;HER ;O;246.0719;+39.71176
237.365410;+39.618960;236.2500;+40.00000;HER ;O;237.3654;+39.61896
237.124589;+51.117740;236.2500;+51.50000;HER ;O;237.1246;+51.11774
255.756833;+51.324311;255.0000;+51.50000;HER ;O;255.7568;+51.32431
255.786349;+50.324484;255.0000;+50.50000;HER ;O;255.7863;+50.32448
274.257702;+50.547105;273.4999;+50.50000;HER ;O;274.2577;+50.54711
274.342391;+47.547618;273.4999;+47.50000;HER ;O;274.3424;+47.54762
273.466876;+47.537005;272.6250;+47.50000;HER ;O;273.4669;+47.53701
273.824361;+30.039171;272.6250;+30.00000;HER ;O;273.8244;+30.03917
276.700772;+30.073989;275.5000;+30.00000;HER ;O;276.7008;+30.07399
276.762858;+26.074363;275.5000;+26.00000;HER ;O;276.7629;+26.07436
284.269841;+26.164104;283.0000;+26.00000;HER ;O;284.2698;+26.16410
284.277132;+25.664147;283.0000;+25.50000;HER ;O;284.2771;+25.66415
284.339097;+21.247843;283.0000;+21.08333;HER ;O;284.3391;+21.24784
284.373601;+18.664717;283.0000;+18.50000;HER ;O;284.3736;+18.66472
284.456225;+12.165205;283.0000;+12.00000;HER ;O;284.4562;+12.16521
281.388018;+12.128784;279.9333;+12.00000;HER ;O;281.3880;+12.12878
275.203075;+12.054343;273.7500;+12.00000;HER ;O;275.2031;+12.05434
275.173253;+14.387493;273.7500;+14.33333;HER ;O;275.1733;+14.38749
260.176866;+14.206054;258.7500;+14.33333;HER ;O;260.1769;+14.20605
260.195814;+12.706166;258.7500;+12.83333;HER ;O;260.1958;+12.70617
252.701431;+12.617958;251.2500;+12.83333;HER ;O;252.7014;+12.61796
252.805863;+03.785224;251.2500;+04.00000;HER ;O;252.8059;+03.78522
065.076198;-39.700691;064.0000;-40.00000;HOR ;O;065.0762;-39.70069
064.882152;-48.699619;064.0000;-49.00000;HOR ;O;064.8822;-48.69962
062.149682;-48.669925;061.2499;-49.00000;HOR ;O;062.1497;-48.66993
062.098406;-50.669649;061.2499;-51.00000;HOR ;O;062.0984;-50.66965
058.376937;-50.630423;057.4999;-51.00000;HOR ;O;058.3769;-50.63042
058.318552;-52.796790;057.4999;-53.16667;HOR ;O;058.3186;-52.79679
053.364774;-52.747017;052.5000;-53.16667;HOR ;O;053.3648;-52.74702
053.236579;-57.079720;052.5000;-57.50000;HOR ;O;053.2366;-57.07972
048.790901;-57.037716;048.0000;-57.50000;HOR ;O;048.7909;-57.03772
048.362417;-67.035752;048.0000;-67.50000;HOR ;O;048.3624;-67.03575
033.202145;-66.915111;032.5000;-67.50000;HOR ;O;033.2021;-66.91511
033.489233;-57.916074;032.5000;-58.50000;HOR ;O;033.4892;-57.91607
033.583959;-53.416394;032.5000;-54.00000;HOR ;O;033.5840;-53.41639
037.283152;-53.442283;036.2500;-54.00000;HOR ;O;037.2832;-53.44228
037.341022;-50.442497;036.2500;-51.00000;HOR ;O;037.3410;-50.44250
041.047495;-50.470789;040.0000;-51.00000;HOR ;O;041.0475;-50.47079
041.085116;-48.470940;040.0000;-49.00000;HOR ;O;041.0851;-48.47094
046.034307;-48.512171;045.0000;-49.00000;HOR ;O;046.0343;-48.51217
046.090572;-45.512419;045.0000;-46.00000;HOR ;O;046.0906;-45.51242
052.288791;-45.569168;051.2500;-46.00000;HOR ;O;052.2888;-45.56917
052.326562;-43.569350;051.2500;-44.00000;HOR ;O;052.3266;-43.56935
059.031148;-43.636392;058.0000;-44.00000;HOR ;O;059.0311;-43.63639
059.105674;-39.636782;058.0000;-40.00000;HOR ;O;059.1057;-39.63678
122.848793;-00.369384;121.2499;+00.00000;HYA ;O;122.8488;-00.36938
122.921180;+06.630247;121.2499;+07.00000;HYA ;O;122.9212;+06.63025
140.404064;+06.470082;138.7500;+07.00000;HYA ;O;140.4041;+06.47008
145.398232;+06.432781;143.7499;+07.00000;HYA ;O;145.3982;+06.43278
145.348717;-00.567052;143.7499;+00.00000;HYA ;O;145.3487;-00.56705
145.270082;-11.566788;143.7499;-11.00000;HYA ;O;145.2701;-11.56679
162.807750;-11.662152;161.2500;-11.00000;HYA ;O;162.8077;-11.66215
162.775376;-19.662103;161.2500;-19.00000;HYA ;O;162.7754;-19.66210
164.030414;-19.666644;162.4999;-19.00000;HYA ;O;164.0304;-19.66664
164.007918;-25.166613;162.4999;-24.50000;HYA ;O;164.0079;-25.16661
179.091174;-25.195828;177.4999;-24.50000;HYA ;O;179.0912;-25.19583
190.404403;-25.186435;188.7499;-24.50000;HYA ;O;190.4044;-25.18643
190.398369;-22.686437;188.7499;-22.00000;HYA ;O;190.3984;-22.68644
194.166756;-22.677370;192.4999;-22.00000;HYA ;O;194.1668;-22.67737
215.513013;-22.572799;213.7500;-22.00000;HYA ;O;215.5130;-22.57280
215.533602;-25.072732;213.7500;-24.50000;HYA ;O;215.5336;-25.07273
225.576500;-24.995133;223.7500;-24.50000;HYA ;O;225.5765;-24.99513
225.630723;-29.994908;223.7500;-29.50000;HYA ;O;225.6307;-29.99491
190.417272;-30.186430;188.7499;-29.50000;HYA ;O;190.4173;-30.18643
190.427074;-33.686425;188.7499;-33.00000;HYA ;O;190.4271;-33.68642
185.387310;-33.693938;183.7500;-33.00000;HYA ;O;185.3873;-33.69394
185.390162;-35.693939;183.7500;-35.00000;HYA ;O;185.3902;-35.69394
166.479208;-35.674699;165.0000;-35.00000;HYA ;O;166.4792;-35.67470
163.958339;-35.666540;162.4999;-35.00000;HYA ;O;163.9583;-35.66654
163.977716;-31.833239;162.4999;-31.16667;HYA ;O;163.9777;-31.83324
160.201209;-31.818625;158.7499;-31.16667;HYA ;O;160.2012;-31.81863
160.212723;-29.818647;158.7499;-29.16667;HYA ;O;160.2127;-29.81865
155.181136;-29.794817;153.7500;-29.16667;HYA ;O;155.1811;-29.79482
155.199157;-27.128190;153.7500;-26.50000;HYA ;O;155.1992;-27.12819
147.659083;-27.083529;146.2500;-26.50000;HYA ;O;147.6591;-27.08353
147.679482;-24.583593;146.2500;-24.00000;HYA ;O;147.6795;-24.58359
141.904131;-24.542539;140.5000;-24.00000;HYA ;O;141.9041;-24.54254
137.636572;-24.508649;136.2499;-24.00000;HYA ;O;137.6366;-24.50865
137.684771;-19.508843;136.2499;-19.00000;HYA ;O;137.6848;-19.50884
130.163305;-19.442382;128.7499;-19.00000;HYA ;O;130.1633;-19.44238
130.184128;-17.442478;128.7499;-17.00000;HYA ;O;130.1841;-17.44248
126.926877;-17.411265;125.5000;-17.00000;HYA ;O;126.9269;-17.41126
126.989575;-11.411567;125.5000;-11.00000;HYA ;O;126.9896;-11.41157
122.733960;-11.368800;121.2499;-11.00000;HYA ;O;122.7340;-11.36880
068.793691;-67.247879;068.7499;-67.50000;HYI ;O;068.7937;-67.24788
068.581166;-69.746668;068.7499;-70.00000;HYI ;O;068.5812;-69.74667
067.957058;-74.743113;068.7499;-75.00000;HYI ;O;067.9571;-74.74311
052.075423;-74.574056;052.5000;-75.00000;HYI ;O;052.0754;-74.57406
050.091090;-82.064383;052.5000;-82.50000;HYI ;O;050.0911;-82.06438
001.533367;-81.803864;000.0000;-82.50000;HYI ;O;        ;
001.566227;-74.303869;000.0000;-75.00000;HYI ;O;        ;
012.332302;-74.318484;011.2500;-75.00000;HYI ;O;012.3323;-74.31848
012.295277;-75.318437;011.2500;-76.00000;HYI ;O;012.2953;-75.31844
020.653859;-75.347130;019.9999;-76.00000;HYI ;O;020.6539;-75.34713
021.206074;-57.848330;019.9999;-58.50000;HYI ;O;021.2061;-57.84833
033.489233;-57.916074;032.5000;-58.50000;HYI ;O;033.4892;-57.91607
033.202145;-66.915111;032.5000;-67.50000;HYI ;O;033.2021;-66.91511
048.362417;-67.035752;048.0000;-67.50000;HYI ;O;048.3624;-67.03575
323.184868;-74.454408;319.9999;-75.00000;IND ;O;323.1849;-74.45441
351.997813;-74.312376;349.9999;-75.00000;IND ;O;351.9978;-74.31238
351.861339;-66.812511;349.9999;-67.50000;IND ;O;351.8613;-66.81251
332.398592;-66.889916;330.0000;-67.50000;IND ;O;332.3986;-66.88992
332.113701;-56.390765;330.0000;-57.00000;IND ;O;332.1137;-56.39077
331.998817;-49.391111;330.0000;-50.00000;IND ;O;331.9988;-49.39111
322.117341;-49.458517;319.9999;-50.00000;IND ;O;322.1173;-49.45852
322.042285;-44.958808;319.9999;-45.50000;IND ;O;322.0423;-44.95881
307.169292;-45.089965;304.9999;-45.50000;IND ;O;307.1693;-45.08997
307.458858;-56.588534;304.9999;-57.00000;IND ;O;307.4589;-56.58853
307.564873;-59.588011;304.9999;-60.00000;IND ;O;307.5649;-59.58801
322.348654;-59.457623;319.9999;-60.00000;IND ;O;322.3487;-59.45762
329.460991;+36.595346;328.1250;+36.00000;LAC ;O;329.4610;+36.59535
329.376617;+44.345074;328.1250;+43.75000;LAC ;O;329.3766;+44.34507
329.881609;+44.348217;328.6249;+43.75000;LAC ;O;329.8816;+44.34822
329.878576;+44.598208;328.6249;+44.00000;LAC ;O;329.8786;+44.59821
330.762645;+44.603600;329.5000;+44.00000;LAC ;O;330.7626;+44.60360
330.639208;+53.353220;329.5000;+52.75000;LAC ;O;330.6392;+53.35322
333.174669;+53.367891;331.9999;+52.75000;LAC ;O;333.1747;+53.36789
333.137602;+55.617787;331.9999;+55.00000;LAC ;O;333.1376;+55.61779
335.931287;+55.632568;334.7500;+55.00000;LAC ;O;335.9313;+55.63257
335.910912;+56.882516;334.7500;+56.25000;LAC ;O;335.9109;+56.88252
344.303993;+56.917897;343.0000;+56.25000;LAC ;O;344.3040;+56.91790
344.342802;+53.167966;343.0000;+52.50000;LAC ;O;344.3428;+53.16797
344.465240;+35.168194;343.0000;+34.50000;LAC ;O;344.4652;+35.16819
343.709148;+35.165574;342.2500;+34.50000;LAC ;O;343.7091;+35.16557
343.706482;+35.665569;342.2500;+35.00000;LAC ;O;343.7065;+35.66557
331.359522;+35.606898;330.0000;+35.00000;LAC ;O;331.3595;+35.60690
331.350442;+36.606870;330.0000;+36.00000;LAC ;O;331.3504;+36.60687
162.849548;-00.662215;161.2500;+00.00000;LEO ;O;162.8495;-00.66221
162.875854;+06.337746;161.2500;+07.00000;LEO ;O;162.8759;+06.33775
145.398232;+06.432781;143.7499;+07.00000;LEO ;O;145.3982;+06.43278
140.404064;+06.470082;138.7500;+07.00000;LEO ;O;140.4041;+06.47008
140.645774;+32.969154;138.7500;+33.50000;LEO ;O;140.6458;+32.96915
150.084190;+32.902322;148.2499;+33.50000;LEO ;O;150.0842;+32.90232
150.042144;+27.902448;148.2499;+28.50000;LEO ;O;150.0421;+27.90245
159.238230;+27.852960;157.5000;+28.50000;LEO ;O;159.2382;+27.85296
159.210701;+22.853016;157.5000;+23.50000;LEO ;O;159.2107;+22.85302
162.942366;+22.837644;161.2500;+23.50000;LEO ;O;162.9424;+22.83764
162.951317;+24.837630;161.2500;+25.50000;LEO ;O;162.9513;+24.83763
166.680784;+24.825088;165.0000;+25.50000;LEO ;O;166.6808;+24.82509
166.693830;+28.325073;165.0000;+29.00000;LEO ;O;166.6938;+28.32507
179.608797;+28.304099;178.0000;+29.00000;LEO ;O;179.6088;+28.30410
179.604398;+13.304078;178.0000;+14.00000;LEO ;O;179.6044;+13.30408
179.603602;+10.304073;178.0000;+11.00000;LEO ;O;179.6036;+10.30407
174.365548;+10.308316;172.7500;+11.00000;LEO ;O;174.3655;+10.30832
174.350384;-00.691691;172.7500;+00.00000;LEO ;O;174.3504;-00.69169
174.342154;-06.691695;172.7500;-06.00000;LEO ;O;174.3422;-06.69169
162.826971;-06.662181;161.2500;-06.00000;LEO ;O;162.8270;-06.66218
140.645774;+32.969154;138.7500;+33.50000;LMI ;O;140.6458;+32.96915
140.721408;+39.218861;138.7500;+39.75000;LMI ;O;140.7214;+39.21886
145.681756;+39.181815;143.7499;+39.75000;LMI ;O;145.6818;+39.18181
145.709026;+41.431721;143.7499;+42.00000;LMI ;O;145.7090;+41.43172
154.378024;+41.377416;152.5000;+42.00000;LMI ;O;154.3780;+41.37742
154.359208;+39.377466;152.5000;+40.00000;LMI ;O;154.3592;+39.37747
163.523000;+39.335675;161.7499;+40.00000;LMI ;O;163.5230;+39.33568
163.489239;+33.335730;161.7499;+34.00000;LMI ;O;163.4892;+33.33573
166.714060;+33.325049;165.0000;+34.00000;LMI ;O;166.7141;+33.32505
166.693830;+28.325073;165.0000;+29.00000;LMI ;O;166.6938;+28.32507
166.680784;+24.825088;165.0000;+25.50000;LMI ;O;166.6808;+24.82509
162.951317;+24.837630;161.2500;+25.50000;LMI ;O;162.9513;+24.83763
162.942366;+22.837644;161.2500;+23.50000;LMI ;O;162.9424;+22.83764
159.210701;+22.853016;157.5000;+23.50000;LMI ;O;159.2107;+22.85302
159.238230;+27.852960;157.5000;+28.50000;LMI ;O;159.2382;+27.85296
150.042144;+27.902448;148.2499;+28.50000;LMI ;O;150.0421;+27.90245
150.084190;+32.902322;148.2499;+33.50000;LMI ;O;150.0842;+32.90232
073.759081;-27.047956;072.4999;-27.25000;LEP ;O;073.7591;-27.04796
076.254721;-27.077181;075.0000;-27.25000;LEP ;O;076.2547;-27.07718
092.992341;-27.278789;091.7500;-27.25000;LEP ;O;092.9923;-27.27879
093.215414;-11.030146;091.7500;-11.00000;LEP ;O;093.2154;-11.03015
088.965578;-10.978522;087.4999;-11.00000;LEP ;O;088.9656;-10.97852
077.719823;-10.843216;076.2499;-11.00000;LEP ;O;077.7198;-10.84322
075.221547;-10.813792;073.7500;-11.00000;LEP ;O;075.2215;-10.81379
075.178510;-14.313537;073.7500;-14.50000;LEP ;O;075.1785;-14.31354
073.929586;-14.298956;072.4999;-14.50000;LEP ;O;073.9296;-14.29896
227.852949;-00.474279;226.2499;+00.00000;LIB ;O;227.8529;-00.47428
221.603023;-00.526930;220.0000;+00.00000;LIB ;O;221.6030;-00.52693
221.667036;-08.526687;220.0000;-08.00000;LIB ;O;221.6670;-08.52669
215.408414;-08.573138;213.7500;-08.00000;LIB ;O;215.4084;-08.57314
215.513013;-22.572799;213.7500;-22.00000;LIB ;O;215.5130;-22.57280
215.533602;-25.072732;213.7500;-24.50000;LIB ;O;215.5336;-25.07273
225.576500;-24.995133;223.7500;-24.50000;LIB ;O;225.5765;-24.99513
225.630723;-29.994908;223.7500;-29.50000;LIB ;O;225.6307;-29.99491
236.929932;-29.889639;235.0000;-29.50000;LIB ;O;236.9299;-29.88964
236.812999;-20.390216;235.0000;-20.00000;LIB ;O;236.8130;-20.39022
240.571717;-20.351631;238.7500;-20.00000;LIB ;O;240.5717;-20.35163
240.437216;-08.352322;238.7500;-08.00000;LIB ;O;240.4372;-08.35232
240.386891;-03.602581;238.7500;-03.25000;LIB ;O;240.3869;-03.60258
227.881897;-03.724155;226.2499;-03.25000;LIB ;O;227.8819;-03.72415
214.656762;-55.580021;212.5000;-55.00000;LUP ;O;214.6568;-55.58002
220.234422;-55.540152;217.9999;-55.00000;LUP ;O;220.2344;-55.54015
228.083481;-55.475552;225.7500;-55.00000;LUP ;O;228.0835;-55.47555
228.056697;-54.475669;225.7500;-54.00000;LUP ;O;228.0567;-54.47567
232.353359;-54.436468;229.9999;-54.00000;LUP ;O;232.3534;-54.43647
